"Metastates","Degree.Centrality","Indegree.Centrality","Outdegree.Centrality","Betweenness.Centrality","Closeness.Centrality","Source.Hub.Ratio","dataset","mlt"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk527.1","PhyML"
"Eastern Africa",9,2,7,12.5,0.0588235294117647,0.777777777777778,"locrisk527.2","PhyML"
"Eastern Asia",2,1,1,1,0.0357142857142857,0.5,"locrisk527.2","PhyML"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk527.2","PhyML"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk527.2","PhyML"
"Northern Europe",6,3,3,11,0.0526315789473684,0.5,"locrisk527.2","PhyML"
"South America",3,1,2,4.5,0.0434782608695652,0.666666666666667,"locrisk527.2","PhyML"
"South-Eastern Asia",2,2,0,0,0.04,0,"locrisk527.2","PhyML"
"Southern Africa",10,2,8,19,0.0666666666666667,0.8,"locrisk527.2","PhyML"
"Southern Asia",4,1,3,4,0.05,0.75,"locrisk527.2","PhyML"
"Southern Europe",3,3,0,0,0.0454545454545455,0,"locrisk527.2","PhyML"
"Western Africa",2,2,0,0,0.0434782608695652,0,"locrisk527.2","PhyML"
"Western Asia",2,2,0,0,0.04,0,"locrisk527.2","PhyML"
"Western Europe",2,2,0,0,0.0416666666666667,0,"locrisk527.2","PhyML"
"Eastern Africa",9,2,7,12,0.0588235294117647,0.777777777777778,"locrisk527.3","PhyML"
"Eastern Asia",2,1,1,1,0.0344827586206897,0.5,"locrisk527.3","PhyML"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk527.3","PhyML"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk527.3","PhyML"
"Northern Europe",7,3,4,12.5,0.0555555555555556,0.571428571428571,"locrisk527.3","PhyML"
"South America",3,1,2,4,0.0434782608695652,0.666666666666667,"locrisk527.3","PhyML"
"South-Eastern Asia",2,2,0,0,0.04,0,"locrisk527.3","PhyML"
"Southern Africa",10,2,8,17,0.0666666666666667,0.8,"locrisk527.3","PhyML"
"Southern Asia",3,1,2,4,0.0476190476190476,0.666666666666667,"locrisk527.3","PhyML"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk527.3","PhyML"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk527.3","PhyML"
"Western Asia",2,2,0,0,0.0416666666666667,0,"locrisk527.3","PhyML"
"Western Europe",2,2,0,0,0.0416666666666667,0,"locrisk527.3","PhyML"
"Eastern Africa",9,2,7,18,0.0555555555555556,0.777777777777778,"locrisk574.1","PhyML"
"Eastern Asia",2,1,1,1,0.0344827586206897,0.5,"locrisk574.1","PhyML"
"Eastern Europe",1,1,0,0,0.04,0,"locrisk574.1","PhyML"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk574.1","PhyML"
"Northern Europe",5,3,2,9,0.05,0.4,"locrisk574.1","PhyML"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk574.1","PhyML"
"South-Eastern Asia",2,2,0,0,0.0434782608695652,0,"locrisk574.1","PhyML"
"Southern Africa",11,2,9,20.5,0.0714285714285714,0.818181818181818,"locrisk574.1","PhyML"
"Southern Asia",4,1,3,4,0.05,0.75,"locrisk574.1","PhyML"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk574.1","PhyML"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk574.1","PhyML"
"Western Asia",2,2,0,0,0.0384615384615385,0,"locrisk574.1","PhyML"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk574.1","PhyML"
"Eastern Africa",8,2,6,12.5,0.0555555555555556,0.75,"locrisk574.2","PhyML"
"Eastern Asia",4,1,3,1,0.0416666666666667,0.75,"locrisk574.2","PhyML"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk574.2","PhyML"
"Northern America",1,1,0,0,0.0344827586206897,0,"locrisk574.2","PhyML"
"Northern Europe",8,4,4,18,0.0588235294117647,0.5,"locrisk574.2","PhyML"
"South America",3,1,2,5,0.0454545454545455,0.666666666666667,"locrisk574.2","PhyML"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk574.2","PhyML"
"Southern Africa",10,2,8,20,0.0666666666666667,0.8,"locrisk574.2","PhyML"
"Southern Asia",5,2,3,5.5,0.0476190476190476,0.6,"locrisk574.2","PhyML"
"Southern Europe",5,4,1,2,0.0526315789473684,0.2,"locrisk574.2","PhyML"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk574.2","PhyML"
"Western Asia",2,2,0,0,0.0416666666666667,0,"locrisk574.2","PhyML"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk574.2","PhyML"
"Eastern Africa",9,2,7,17,0.0555555555555556,0.777777777777778,"locrisk574.3","PhyML"
"Eastern Asia",2,1,1,1,0.0344827586206897,0.5,"locrisk574.3","PhyML"
"Eastern Europe",1,1,0,0,0.0416666666666667,0,"locrisk574.3","PhyML"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk574.3","PhyML"
"Northern Europe",5,3,2,8,0.05,0.4,"locrisk574.3","PhyML"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk574.3","PhyML"
"South-Eastern Asia",2,2,0,0,0.0454545454545455,0,"locrisk574.3","PhyML"
"Southern Africa",12,2,10,20.5,0.0769230769230769,0.833333333333333,"locrisk574.3","PhyML"
"Southern Asia",4,1,3,4,0.05,0.75,"locrisk574.3","PhyML"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk574.3","PhyML"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk574.3","PhyML"
"Western Asia",3,3,0,0,0.0454545454545455,0,"locrisk574.3","PhyML"
"Western Europe",2,2,0,0,0.0454545454545455,0,"locrisk574.3","PhyML"
"Eastern Africa",10,2,8,14.5,0.0625,0.8,"locrisk260.1","RAxML-NG"
"Eastern Asia",2,1,1,1,0.0344827586206897,0.5,"locrisk260.1","RAxML-NG"
"Eastern Europe",1,1,0,0,0.037037037037037,0,"locrisk260.1","RAxML-NG"
"Northern America",1,1,0,0,0.037037037037037,0,"locrisk260.1","RAxML-NG"
"Northern Europe",4,2,2,1,0.0454545454545455,0.5,"locrisk260.1","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk260.1","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.04,0,"locrisk260.1","RAxML-NG"
"Southern Africa",9,2,7,14,0.0625,0.777777777777778,"locrisk260.1","RAxML-NG"
"Southern Asia",4,2,2,5,0.05,0.5,"locrisk260.1","RAxML-NG"
"Southern Europe",4,3,1,1.5,0.0476190476190476,0.25,"locrisk260.1","RAxML-NG"
"Western Africa",2,2,0,0,0.0384615384615385,0,"locrisk260.1","RAxML-NG"
"Western Asia",2,2,0,0,0.0384615384615385,0,"locrisk260.1","RAxML-NG"
"Western Europe",2,2,0,0,0.04,0,"locrisk260.1","RAxML-NG"
"Eastern Africa",12,2,10,21.5,0.0714285714285714,0.833333333333333,"locrisk260.2","RAxML-NG"
"Eastern Asia",2,1,1,1,0.0344827586206897,0.5,"locrisk260.2","RAxML-NG"
"Eastern Europe",1,1,0,0,0.04,0,"locrisk260.2","RAxML-NG"
"Northern America",1,1,0,0,0.04,0,"locrisk260.2","RAxML-NG"
"Northern Europe",4,2,2,1.5,0.0454545454545455,0.5,"locrisk260.2","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk260.2","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0434782608695652,0,"locrisk260.2","RAxML-NG"
"Southern Africa",9,3,6,18.5,0.0588235294117647,0.666666666666667,"locrisk260.2","RAxML-NG"
"Southern Asia",5,2,3,5,0.05,0.6,"locrisk260.2","RAxML-NG"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk260.2","RAxML-NG"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk260.2","RAxML-NG"
"Western Asia",2,2,0,0,0.0416666666666667,0,"locrisk260.2","RAxML-NG"
"Western Europe",2,2,0,0,0.0384615384615385,0,"locrisk260.2","RAxML-NG"
"Eastern Africa",11,3,8,24.8333333333333,0.0625,0.727272727272727,"locrisk260.3","RAxML-NG"
"Eastern Asia",3,1,2,1.33333333333333,0.0384615384615385,0.666666666666667,"locrisk260.3","RAxML-NG"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk260.3","RAxML-NG"
"Northern America",1,1,0,0,0.037037037037037,0,"locrisk260.3","RAxML-NG"
"Northern Europe",7,3,4,12.3333333333333,0.0526315789473684,0.571428571428571,"locrisk260.3","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk260.3","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk260.3","RAxML-NG"
"Southern Africa",12,4,8,28.3333333333333,0.0666666666666667,0.666666666666667,"locrisk260.3","RAxML-NG"
"Southern Asia",5,2,3,5.66666666666667,0.05,0.6,"locrisk260.3","RAxML-NG"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk260.3","RAxML-NG"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk260.3","RAxML-NG"
"Western Asia",3,2,1,0,0.0416666666666667,0.333333333333333,"locrisk260.3","RAxML-NG"
"Western Europe",3,3,0,0,0.0454545454545455,0,"locrisk260.3","RAxML-NG"
"Eastern Africa",11,3,8,23.5,0.0625,0.727272727272727,"locrisk378.1","RAxML-NG"
"Eastern Asia",3,1,2,1,0.0384615384615385,0.666666666666667,"locrisk378.1","RAxML-NG"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk378.1","RAxML-NG"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk378.1","RAxML-NG"
"Northern Europe",8,4,4,21,0.0555555555555556,0.5,"locrisk378.1","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk378.1","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk378.1","RAxML-NG"
"Southern Africa",11,3,8,27.5,0.0666666666666667,0.727272727272727,"locrisk378.1","RAxML-NG"
"Southern Asia",3,1,2,5,0.0476190476190476,0.666666666666667,"locrisk378.1","RAxML-NG"
"Southern Europe",3,3,0,0,0.0454545454545455,0,"locrisk378.1","RAxML-NG"
"Western Africa",2,2,0,0,0.0434782608695652,0,"locrisk378.1","RAxML-NG"
"Western Asia",3,2,1,0,0.0434782608695652,0.333333333333333,"locrisk378.1","RAxML-NG"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk378.1","RAxML-NG"
"Eastern Africa",12,3,9,33.6666666666667,0.0666666666666667,0.75,"locrisk378.2","RAxML-NG"
"Eastern Asia",3,1,2,1,0.0384615384615385,0.666666666666667,"locrisk378.2","RAxML-NG"
"Eastern Europe",1,1,0,0,0.037037037037037,0,"locrisk378.2","RAxML-NG"
"Northern America",1,1,0,0,0.0384615384615385,0,"locrisk378.2","RAxML-NG"
"Northern Europe",7,4,3,20.3333333333333,0.0555555555555556,0.428571428571429,"locrisk378.2","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk378.2","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk378.2","RAxML-NG"
"Southern Africa",10,3,7,15.6666666666667,0.0625,0.7,"locrisk378.2","RAxML-NG"
"Southern Asia",4,2,2,5,0.05,0.5,"locrisk378.2","RAxML-NG"
"Southern Europe",6,3,3,2.33333333333333,0.0476190476190476,0.5,"locrisk378.2","RAxML-NG"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk378.2","RAxML-NG"
"Western Asia",2,2,0,0,0.0434782608695652,0,"locrisk378.2","RAxML-NG"
"Western Europe",2,2,0,0,0.0416666666666667,0,"locrisk378.2","RAxML-NG"
"Eastern Africa",9,2,7,13,0.0588235294117647,0.777777777777778,"locrisk378.3","RAxML-NG"
"Eastern Asia",3,1,2,1,0.0384615384615385,0.666666666666667,"locrisk378.3","RAxML-NG"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk378.3","RAxML-NG"
"Northern America",1,1,0,0,0.0357142857142857,0,"locrisk378.3","RAxML-NG"
"Northern Europe",8,4,4,20.5,0.0555555555555556,0.5,"locrisk378.3","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk378.3","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk378.3","RAxML-NG"
"Southern Africa",11,3,8,24,0.0666666666666667,0.727272727272727,"locrisk378.3","RAxML-NG"
"Southern Asia",3,1,2,4,0.0454545454545455,0.666666666666667,"locrisk378.3","RAxML-NG"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk378.3","RAxML-NG"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk378.3","RAxML-NG"
"Western Asia",2,2,0,0,0.0416666666666667,0,"locrisk378.3","RAxML-NG"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk378.3","RAxML-NG"
"Eastern Africa",10,2,8,9,0.0625,0.8,"locrisk468.1","RAxML-NG"
"Eastern Asia",2,1,1,1,0.0357142857142857,0.5,"locrisk468.1","RAxML-NG"
"Eastern Europe",1,1,0,0,0.04,0,"locrisk468.1","RAxML-NG"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk468.1","RAxML-NG"
"Northern Europe",7,3,4,8.5,0.0526315789473684,0.571428571428571,"locrisk468.1","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk468.1","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk468.1","RAxML-NG"
"Southern Africa",12,3,9,20,0.0714285714285714,0.75,"locrisk468.1","RAxML-NG"
"Southern Asia",4,1,3,4,0.05,0.75,"locrisk468.1","RAxML-NG"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk468.1","RAxML-NG"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk468.1","RAxML-NG"
"Western Asia",3,3,0,0,0.0454545454545455,0,"locrisk468.1","RAxML-NG"
"Western Europe",3,3,0,0,0.0454545454545455,0,"locrisk468.1","RAxML-NG"
"Eastern Africa",11,2,9,14,0.0666666666666667,0.818181818181818,"locrisk468.2","RAxML-NG"
"Eastern Asia",3,1,2,1,0.0384615384615385,0.666666666666667,"locrisk468.2","RAxML-NG"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk468.2","RAxML-NG"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk468.2","RAxML-NG"
"Northern Europe",8,4,4,20.5,0.0555555555555556,0.5,"locrisk468.2","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk468.2","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk468.2","RAxML-NG"
"Southern Africa",11,3,8,20.5,0.0666666666666667,0.727272727272727,"locrisk468.2","RAxML-NG"
"Southern Asia",4,2,2,4,0.05,0.5,"locrisk468.2","RAxML-NG"
"Southern Europe",3,3,0,0,0.0454545454545455,0,"locrisk468.2","RAxML-NG"
"Western Africa",2,2,0,0,0.0434782608695652,0,"locrisk468.2","RAxML-NG"
"Western Asia",2,2,0,0,0.0434782608695652,0,"locrisk468.2","RAxML-NG"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk468.2","RAxML-NG"
"Eastern Africa",8,2,6,6.66666666666667,0.0526315789473684,0.75,"locrisk468.3","RAxML-NG"
"Eastern Asia",2,1,1,1,0.032258064516129,0.5,"locrisk468.3","RAxML-NG"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk468.3","RAxML-NG"
"Northern America",1,1,0,0,0.0333333333333333,0,"locrisk468.3","RAxML-NG"
"Northern Europe",8,3,5,12.5,0.0555555555555556,0.625,"locrisk468.3","RAxML-NG"
"South America",3,1,2,0.666666666666667,0.0434782608695652,0.666666666666667,"locrisk468.3","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk468.3","RAxML-NG"
"Southern Africa",11,3,8,21.1666666666667,0.0666666666666667,0.727272727272727,"locrisk468.3","RAxML-NG"
"Southern Asia",3,1,2,4,0.0454545454545455,0.666666666666667,"locrisk468.3","RAxML-NG"
"Southern Europe",3,3,0,0,0.0454545454545455,0,"locrisk468.3","RAxML-NG"
"Western Africa",2,2,0,0,0.0434782608695652,0,"locrisk468.3","RAxML-NG"
"Western Asia",2,2,0,0,0.04,0,"locrisk468.3","RAxML-NG"
"Western Europe",2,2,0,0,0.0416666666666667,0,"locrisk468.3","RAxML-NG"
"Eastern Africa",9,2,7,11.5,0.0555555555555556,0.777777777777778,"locrisk527.1","RAxML-NG"
"Eastern Asia",2,1,1,1,0.03125,0.5,"locrisk527.1","RAxML-NG"
"Eastern Europe",1,1,0,0,0.037037037037037,0,"locrisk527.1","RAxML-NG"
"Northern America",2,1,1,0,0.0357142857142857,0.5,"locrisk527.1","RAxML-NG"
"Northern Europe",7,3,4,10.5,0.0526315789473684,0.571428571428571,"locrisk527.1","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk527.1","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.04,0,"locrisk527.1","RAxML-NG"
"Southern Africa",10,3,7,19.5,0.0625,0.7,"locrisk527.1","RAxML-NG"
"Southern Asia",3,1,2,4,0.0434782608695652,0.666666666666667,"locrisk527.1","RAxML-NG"
"Southern Europe",4,3,1,1.5,0.0476190476190476,0.25,"locrisk527.1","RAxML-NG"
"Western Africa",3,3,0,0,0.037037037037037,0,"locrisk527.1","RAxML-NG"
"Western Asia",2,2,0,0,0.04,0,"locrisk527.1","RAxML-NG"
"Western Europe",2,2,0,0,0.04,0,"locrisk527.1","RAxML-NG"
"Eastern Africa",9,2,7,16,0.0588235294117647,0.777777777777778,"locrisk527.2","RAxML-NG"
"Eastern Asia",3,1,2,1,0.04,0.666666666666667,"locrisk527.2","RAxML-NG"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk527.2","RAxML-NG"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk527.2","RAxML-NG"
"Northern Europe",8,4,4,22.5,0.0588235294117647,0.5,"locrisk527.2","RAxML-NG"
"South America",3,1,2,6,0.0454545454545455,0.666666666666667,"locrisk527.2","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.04,0,"locrisk527.2","RAxML-NG"
"Southern Africa",10,2,8,19,0.0666666666666667,0.8,"locrisk527.2","RAxML-NG"
"Southern Asia",3,1,2,4,0.0476190476190476,0.666666666666667,"locrisk527.2","RAxML-NG"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk527.2","RAxML-NG"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk527.2","RAxML-NG"
"Western Asia",2,2,0,0,0.0434782608695652,0,"locrisk527.2","RAxML-NG"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk527.2","RAxML-NG"
"Eastern Africa",12,2,10,21,0.0714285714285714,0.833333333333333,"locrisk527.3","RAxML-NG"
"Eastern Asia",2,1,1,1,0.0344827586206897,0.5,"locrisk527.3","RAxML-NG"
"Eastern Europe",1,1,0,0,0.04,0,"locrisk527.3","RAxML-NG"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk527.3","RAxML-NG"
"Northern Europe",6,3,3,10.5,0.0526315789473684,0.5,"locrisk527.3","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk527.3","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0434782608695652,0,"locrisk527.3","RAxML-NG"
"Southern Africa",9,2,7,10.5,0.0625,0.777777777777778,"locrisk527.3","RAxML-NG"
"Southern Asia",4,2,2,4,0.05,0.5,"locrisk527.3","RAxML-NG"
"Southern Europe",3,3,0,0,0.0454545454545455,0,"locrisk527.3","RAxML-NG"
"Western Africa",2,2,0,0,0.0434782608695652,0,"locrisk527.3","RAxML-NG"
"Western Asia",2,2,0,0,0.0434782608695652,0,"locrisk527.3","RAxML-NG"
"Western Europe",2,2,0,0,0.04,0,"locrisk527.3","RAxML-NG"
"Eastern Africa",9,2,7,17,0.0555555555555556,0.777777777777778,"locrisk574.1","RAxML-NG"
"Eastern Asia",2,1,1,1,0.0333333333333333,0.5,"locrisk574.1","RAxML-NG"
"Eastern Europe",1,1,0,0,0.04,0,"locrisk574.1","RAxML-NG"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk574.1","RAxML-NG"
"Northern Europe",6,3,3,10.5,0.0526315789473684,0.5,"locrisk574.1","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk574.1","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0434782608695652,0,"locrisk574.1","RAxML-NG"
"Southern Africa",11,2,9,19,0.0714285714285714,0.818181818181818,"locrisk574.1","RAxML-NG"
"Southern Asia",3,1,2,4,0.0476190476190476,0.666666666666667,"locrisk574.1","RAxML-NG"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk574.1","RAxML-NG"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk574.1","RAxML-NG"
"Western Asia",2,2,0,0,0.04,0,"locrisk574.1","RAxML-NG"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk574.1","RAxML-NG"
"Eastern Africa",9,2,7,19,0.0555555555555556,0.777777777777778,"locrisk574.2","RAxML-NG"
"Eastern Asia",2,1,1,1,0.032258064516129,0.5,"locrisk574.2","RAxML-NG"
"Eastern Europe",1,1,0,0,0.0384615384615385,0,"locrisk574.2","RAxML-NG"
"Northern America",1,1,0,0,0.0344827586206897,0,"locrisk574.2","RAxML-NG"
"Northern Europe",6,3,3,10.5,0.0526315789473684,0.5,"locrisk574.2","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk574.2","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0416666666666667,0,"locrisk574.2","RAxML-NG"
"Southern Africa",10,2,8,19,0.0666666666666667,0.8,"locrisk574.2","RAxML-NG"
"Southern Asia",3,1,2,4,0.0454545454545455,0.666666666666667,"locrisk574.2","RAxML-NG"
"Southern Europe",4,3,1,0.5,0.0476190476190476,0.25,"locrisk574.2","RAxML-NG"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk574.2","RAxML-NG"
"Western Asia",2,2,0,0,0.04,0,"locrisk574.2","RAxML-NG"
"Western Europe",2,2,0,0,0.0416666666666667,0,"locrisk574.2","RAxML-NG"
"Eastern Africa",10,3,7,27.1666666666667,0.0555555555555556,0.7,"locrisk574.3","RAxML-NG"
"Eastern Asia",2,1,1,1,0.0333333333333333,0.5,"locrisk574.3","RAxML-NG"
"Eastern Europe",1,1,0,0,0.04,0,"locrisk574.3","RAxML-NG"
"Northern America",2,2,0,0,0.0434782608695652,0,"locrisk574.3","RAxML-NG"
"Northern Europe",6,3,3,10.8333333333333,0.0526315789473684,0.5,"locrisk574.3","RAxML-NG"
"South America",3,1,2,0,0.0454545454545455,0.666666666666667,"locrisk574.3","RAxML-NG"
"South-Eastern Asia",2,2,0,0,0.0434782608695652,0,"locrisk574.3","RAxML-NG"
"Southern Africa",11,2,9,22.6666666666667,0.0714285714285714,0.818181818181818,"locrisk574.3","RAxML-NG"
"Southern Asia",3,1,2,5,0.0476190476190476,0.666666666666667,"locrisk574.3","RAxML-NG"
"Southern Europe",5,3,2,1.33333333333333,0.0476190476190476,0.4,"locrisk574.3","RAxML-NG"
"Western Africa",3,3,0,0,0.0454545454545455,0,"locrisk574.3","RAxML-NG"
"Western Asia",2,2,0,0,0.04,0,"locrisk574.3","RAxML-NG"
"Western Europe",2,2,0,0,0.0434782608695652,0,"locrisk574.3","RAxML-NG"
